Date,0941.HK_Close
2014-06-30,75.19999694824219
2014-07-02,76.4000015258789
2014-07-03,76.0999984741211
2014-07-04,76.0999984741211
2014-07-07,76.1500015258789
2014-07-08,76.1500015258789
2014-07-09,75.80000305175781
2014-07-10,76.25
2014-07-11,76.5999984741211
2014-07-14,78.55000305175781
2014-07-15,81.19999694824219
2014-07-16,81.6500015258789
2014-07-17,81.8499984741211
2014-07-18,81.5999984741211
2014-07-21,81.6500015258789
2014-07-22,83.3499984741211
2014-07-23,84.0999984741211
2014-07-24,85.1500015258789
2014-07-25,84.05000305175781
2014-07-28,84.8499984741211
2014-07-29,85.44999694824219
2014-07-30,86.0999984741211
2014-07-31,85.9000015258789
2014-08-01,85.30000305175781
2014-08-04,85.19999694824219
2014-08-05,85.75
2014-08-06,84.6500015258789
2014-08-07,86.0
2014-08-08,85.5
2014-08-11,85.6500015258789
2014-08-12,85.6500015258789
2014-08-13,87.3499984741211
2014-08-14,88.30000305175781
2014-08-15,93.4000015258789
2014-08-18,96.3499984741211
2014-08-19,95.8000030517578
2014-08-20,94.6999969482422
2014-08-21,94.4000015258789
2014-08-22,95.0
2014-08-25,94.5500030517578
2014-08-26,93.6500015258789
2014-08-27,94.8499984741211
2014-08-28,95.4000015258789
2014-08-29,96.4000015258789
2014-09-01,95.9499969482422
2014-09-02,98.0
2014-09-03,101.6999969482422
2014-09-04,100.5
2014-09-05,100.1999969482422
2014-09-08,101.3000030517578
2014-09-10,98.6999969482422
2014-09-11,100.0
2014-09-12,99.3000030517578
2014-09-15,98.6999969482422
2014-09-16,94.9499969482422
2014-09-17,95.8000030517578
2014-09-18,94.6999969482422
2014-09-19,96.4000015258789
2014-09-22,94.8000030517578
2014-09-23,95.0999984741211
2014-09-24,94.9000015258789
2014-09-25,94.0999984741211
2014-09-26,92.6999969482422
2014-09-29,92.5500030517578
2014-09-30,89.75
2014-10-03,92.8499984741211
2014-10-06,91.9499969482422
2014-10-07,92.9499969482422
2014-10-08,91.9499969482422
2014-10-09,94.9499969482422
2014-10-10,92.3499984741211
2014-10-13,93.5999984741211
2014-10-14,92.75
2014-10-15,92.5500030517578
2014-10-16,91.4499969482422
2014-10-17,91.9499969482422
2014-10-20,92.8499984741211
2014-10-21,91.1999969482422
2014-10-22,91.0
2014-10-23,88.0999984741211
2014-10-24,90.0
2014-10-27,88.94999694824219
2014-10-28,91.4499969482422
2014-10-29,93.9499969482422
2014-10-30,94.0500030517578
2014-10-31,96.5
2014-11-03,96.3499984741211
2014-11-04,96.6500015258789
2014-11-05,95.6500015258789
2014-11-06,97.0
2014-11-07,96.5
2014-11-10,96.5
2014-11-11,94.6999969482422
2014-11-12,95.8000030517578
2014-11-13,95.1999969482422
2014-11-14,96.6500015258789
2014-11-17,94.4499969482422
2014-11-18,95.6500015258789
2014-11-19,93.8499984741211
2014-11-20,93.75
2014-11-21,94.8499984741211
2014-11-24,96.9000015258789
2014-11-25,96.0
2014-11-26,95.9000015258789
2014-11-27,94.9499969482422
2014-11-28,95.5500030517578
2014-12-01,92.8000030517578
2014-12-02,93.4000015258789
2014-12-03,91.3000030517578
2014-12-04,94.3000030517578
2014-12-05,95.0500030517578
2014-12-08,93.8499984741211
2014-12-09,91.75
2014-12-10,91.75
2014-12-11,91.1999969482422
2014-12-12,90.6500015258789
2014-12-15,88.94999694824219
2014-12-16,87.75
2014-12-17,87.9000015258789
2014-12-18,89.3499984741211
2014-12-19,90.25
2014-12-22,91.9499969482422
2014-12-23,91.6999969482422
2014-12-24,91.4499969482422
2014-12-29,92.5999984741211
2014-12-30,90.5999984741211
2014-12-31,90.5
2015-01-02,91.4000015258789
2015-01-05,90.0999984741211
2015-01-06,88.75
2015-01-07,91.75
2015-01-08,93.5999984741211
2015-01-09,95.0500030517578
2015-01-12,94.8499984741211
2015-01-13,97.4000015258789
2015-01-14,96.5
2015-01-15,97.9499969482422
2015-01-16,97.8499984741211
2015-01-19,97.0
2015-01-20,98.1500015258789
2015-01-21,102.0999984741211
2015-01-22,103.3000030517578
2015-01-23,104.5
2015-01-26,103.9000015258789
2015-01-27,102.6999969482422
2015-01-28,103.4000015258789
2015-01-29,104.3000030517578
2015-01-30,102.5
2015-02-02,103.9000015258789
2015-02-03,103.0
2015-02-04,105.5999984741211
2015-02-05,108.3000030517578
2015-02-06,105.9000015258789
2015-02-09,103.9000015258789
2015-02-10,103.6999969482422
2015-02-11,102.0
